avg_occupancy,median_price,commercial_pct,licensed_pct,avg_availability,avg_reviews,occupancy_rate,city
-0.043810263397944686,0.005244938913866344,-0.06111345644984582,0.005419414136073937,-0.015646741776515233,0.006749676092723408,-0.017447119258623116,0.0037562933406294586
0.005035645426594058,-0.00912913400836561,0.007870740918581344,-0.003989469392465513,-0.012067816501961773,-0.001339874131084098,-0.002164259102954139,0.0073492808348704355
-0.02765526759649973,0.026167688918683284,0.03707416832527899,0.005085628537182046,-0.022633729100049054,0.003406926852967104,-0.012522836183045637,-0.004659296868351055
-0.04562815776053255,-0.008183234219440989,-0.032789611754052525,-0.0007111218425947597,0.018030212941170787,0.006189614688196795,-0.019381872804586375,-0.0027199440283261762
0.08195024134882943,-0.00869950980003112,-0.08118236586049205,0.0053879430061890225,0.017566891609869625,0.004538305458327128,0.02692927773259534,0.003274747112475601
0.01105572803517652,-0.0057812546208154585,0.020494204593116325,0.007757542718440474,0.004378954219255674,0.003164996591806191,0.002755452738116791,0.0026099841005843526
0.09534923881500776,-0.02114149384380423,0.030652644693739288,-0.009136402059472928,-0.012746387868473406,0.0010169352251336516,0.0371946092342249,0.001273949485924988
0.020785441724260827,0.02632061357900861,0.018134506661425496,0.008247501580237774,0.005418281069694941,0.004712916654499764,0.014102120463700695,0.004671119608829857
-0.01817710721771597,0.012920141428274377,-0.051551828236571486,-0.004161554982947202,0.004794381032012306,0.004646212976866548,-0.00986596336815572,-0.003032075436633637
0.12100972207476099,0.04081687639267488,0.054754783705941217,0.01902988611675093,0.011471159962543836,0.0005049945884322787,0.06829172363460714,-0.005879121290410715
0.05363878653127167,0.02551295221967299,-0.11295043166280379,0.003602857760419209,0.004857371254739332,0.005396935172832701,0.02841725165620816,0.006879205480068289
0.006211022153708195,0.014423252152567812,-0.04643407386836386,0.004554193426977753,-0.008929909405611275,-0.005811439301841036,-0.0031735495480582935,0.00761215215580635
-0.021987081742012245,0.015381013621567519,0.018127834270534184,0.004343533469905168,0.012541134550859515,-0.00688146387095356,-0.008267548579620176,0.007769751209989221
0.11892691641616696,0.04587722306277437,0.05222792802828945,0.019984793944969742,0.007187449113807919,0.0027752571606471732,0.05459534848672788,0.0031072869188350696
0.07564008571812947,0.01705040170252681,-0.032810356530245194,-0.004668186555806591,-0.00025011030902713093,-0.01793195040288357,0.029958554857516206,-0.007941715592359995
-0.06308498965094352,-0.002290922836056202,-0.04702314086087683,-0.005060365409291067,0.008642518679567206,-0.0033493200994745087,-0.02920933603789028,0.0022479850602805584
0.058339953917185,-0.01389855207844193,0.0182787659944746,0.004793714869093053,0.005028281358804111,-0.007019177630769955,0.019695406697323413,0.008783680221289798
-0.10875689987315107,-0.010946304148595628,0.009355284433059092,-0.002720342882765105,-0.0023775459681274424,-0.0013879612330214626,-0.04468676538357307,-0.0052819572487632
0.07992786920987631,-0.010287124185677487,-0.041733526183664375,-0.0023841107070150633,0.0016548948633798653,0.0031941493517313783,0.027702942383432752,0.0012318388067648505
-0.042951961760349475,0.02717736003147988,0.020539254818874555,-0.005002346863825648,0.005621494490079634,0.011830226383509128,-0.0193800849957706,-0.00503573289678044
-0.030523439603002193,-0.015278208232612802,0.055782017512667974,-0.007178565132961285,-0.0071658563067339524,0.003693432829203134,-0.013000796812161064,0.0010954150571818224
0.0812899007155076,-0.0065099731475580895,-0.05350032833336098,-0.0006667036248642371,0.002087415256036608,-0.006056061469037993,0.023655093099763783,0.004162234262770965
-0.03577116629311802,-0.018052617101807736,0.053449794188220184,0.008692345618226087,-0.009451592611308025,0.0042170197478126805,-0.017585965164011466,-0.0012811415460916608
-0.031892420938749666,-0.019242327604324663,0.029264383168804916,0.009666170052601977,-0.0029666792442518287,-0.002239465590064244,-0.014781397882331819,-0.0018443917403219178
-0.01569418441102765,-0.01701289073897276,0.027327935443986085,0.008114014556761468,-0.007680817808327427,0.012290810332123411,-0.005057706478976477,-0.0005724802987990104
0.07547070863628677,0.045126662033865485,0.022748152606080336,0.009902696435240903,0.007411020549000579,-0.022429723670560904,0.029895858147383138,-0.010352149820591077
-0.030476367739147244,-0.015248347301375009,0.01985715430361663,0.005892478695932651,-0.0035851672952353295,-0.004234605586319367,-0.012826801041428013,0.005206433676297435
-0.12190945461560497,0.01791000316738465,0.015531389039917012,-0.0030252119895215587,-0.010973273787457306,-0.00013015057217626632,-0.05188063935927176,0.0032049233914957422
-0.02493470445685502,-0.01739169826247003,0.019378510399968924,-0.004903824742634269,0.0019757729527812044,0.009967906643271284,-0.009979387152264246,0.0026186224069145304
-0.10772786785735802,0.010201182879343178,-0.06146041969066054,-0.0010056248769020227,-0.008652281359177281,0.003438555751867068,-0.04360276528226389,-0.0034127873761364545
0.04283010707637264,-0.01754379864505749,0.07755539278434055,0.012983926175829007,-0.01481304914988765,0.001761813995452709,0.018174808764451704,-0.004054423924344114
0.008761190754246794,-0.006473455565784292,-0.05967213812357599,0.0028841575455679563,-0.013866699412687542,-0.00011810713725231948,-0.002723593032892879,-0.000231972046867945
0.04362730223139014,-0.015622279178555118,0.054809223491833425,-0.006162622789839552,0.00480511981161638,0.0037144325480204365,0.01901896869792564,0.0012852350652425373
-0.07894654306835563,0.005999980608101102,-0.045956685434474766,-0.004817095821743817,0.00907378502570356,-0.0041065727038979895,-0.03833277669153072,0.0025245503020372866
0.10493207422773182,-0.021818025035403244,0.01558118926710909,0.008051374686801884,0.0006503206977670232,-0.005038167075888445,0.06251805514109088,-0.006010450358158587
-0.05442233860733624,-0.011336019429163244,-0.04319677772289275,-0.0012213389119774076,0.0018389918391402134,0.0018932154085402177,-0.022509240922284214,-0.002864024520794296
0.09836576388157618,-0.00866113321421537,-0.06197020684950049,0.0019865271684844496,0.000987025294015546,-0.0026601491493108468,0.056598327492215925,0.0017004594816741338
0.11359927919190992,0.05091754930461364,0.018418242050541926,0.010730893496400455,0.004291679030924035,0.003992610812841356,0.04563850614161811,-0.010535159758276017
0.12314069298406846,0.03694503355499716,0.015837154541041152,0.01000212883408531,0.0009831849014179527,0.001804473945083694,0.06578550803097243,-0.007082360242416904
0.10806068210252989,0.022354820088911886,0.015885770810606253,-0.003652136079875277,0.0047104182319228655,-0.007298260447803649,0.06534026968805501,-0.007913792229924225
-0.021261464098625303,0.017267365792312382,0.01020214174043129,0.0005849955135276485,0.006257287927052467,-0.0046679648162099826,-0.007188022779244624,0.008133167384052913
-0.04292085988565589,-0.015482860764006994,0.01518263290033097,-0.0016730685498091895,0.0022503619647129356,0.012135951452371462,-0.01778233381737769,0.0027564520003579888
0.005495364244744366,-0.005526722703410847,0.00735601558447451,-0.005375876274255416,-0.012206408196558612,-0.0014609184149103592,-0.0027550891851541395,0.006828973898234031
0.0036089573197006404,0.021719438397214956,0.027488592956154308,0.005809656509757762,0.007079944390061141,0.004048233607558211,-0.003750819637451224,0.003798155140644936
0.07892747397990764,-0.009342636467640822,-0.03711002553595871,-0.0034555908576565783,0.02040168217394957,0.0008423601501821772,0.03264631302701043,-0.008110656731802258
